Index,User name,Start Time,Stop Time,Status,Mark To Pause,Label,Comment,Run ID,Line,Vial,Evaluate,Sample Type,Reference,Acquisition information Background Result,Kiel IV Initial Pressure,Kiel IV Acid Temperature,Linearity Correction Result,Pressure Adjust Target Intensity,High Voltage,Kiel IV Residual CO₂ Pressure,Peak Center Result,Kiel IV Non Condensable Pressure,Pressure Adjust Result Intensity,Initial Intensity from µ-Volume,Kiel IV Leak Rate,Pressure Adjust Initial Intensity,Ion Source Pressure,Pressure Adjust Bellow Position,Kiel IV CO₂ Sample Pressure,Measuring from,Pressure Adjust failed with Target Intensity,Cycle Number,Sample Intensities Sample Intensity 44.00 m/z,45.00 m/z,45.00 m/z__dup2,46.00 m/z,46.00 m/z__dup2,Standard Intensities Standard Intensity 44.00 m/z,"Molecule Deltas CO2 Brand, Assonov and Coplen d45CO2",d46CO2,"CO2 Brand, Assonov and Coplen (Avg.) d45CO2 Mean",d45CO2 SD,d45CO2 SE,d46CO2 Mean,d46CO2 SD,d46CO2 SE,d 13C/12C  Mean,d 13C/12C  Std Dev,d 18O/16O  Mean,d 18O/16O  Std Dev,Excel File,Date,Date_ordinal,leak_rate,p_gases,p_no_acid,total_co2,1  Cycle Int  Samp  44,Identifier 1,Species,Identifier 2,Collector Status,Cycles Total,d13C Cycles Used,d18O Cycles Used,d13C Cycles Excluded,d18O Cycles Excluded,1  Cycle Int  Ref  44,1  Cycle Int  Diff Samp-Ref  44,1  Cycle Int  Pressure-Weighted Mismatch Samp-Ref  44
37.0,GIRMS\IRMS-operator,2026-02-26 10:29:31.369,2026-02-26 11:48:38.111,Running,False,BTS,367,37.0,1,20.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",67 µbar,72 °C,,6.589 V,9.5231 kV,79 µbar,Carbon Dioxide: 0.0231 kV,"1,266 µbar",6.006 V,7.259 V,742 µbar/min,3.328 V,7.16E-008 mbar,45 %,909 µbar,µ-Volume,,Pre,5.891778367506207,6.388195739410789,6.477185389193303,8.406766148273185,8.646042588888907,6.066575085144591,-2.992805569206891,-3.7407450650900342,-3.0077549884100017,0.0201119282856868,0.005192877554038857,-3.7373357767926056,0.01701714894467283,0.004393808964176599,-3.0123386539785937,0.023933328522605875,-3.734271180991375,0.02020076246096745,Natan Pereira BTS coral series 10.xlsx,2026-02-26 10:29:31.369,739673.0,742.0,1266.0,79.0,909.0,5.70961776874597,BTS,,367,OK,16.0,15.0,15.0,0.0,0.0,5.795373951416563,-0.08575618267059326,-0.08341586275408538
38.0,GIRMS\IRMS-operator,2026-02-26 11:09:05.694,2026-02-26 12:23:10.648,Running,False,BTS,336,38.0,2,20.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",54 µbar,72 °C,,14.281 V,9.5228 kV,71 µbar,Carbon Dioxide: 0.0228 kV,"1,092 µbar",13.816 V,16.274 V,347 µbar/min,5.915 V,1.20E-007 mbar,15 %,965 µbar,µ-Volume,,Pre,13.59575359893029,14.730783229872008,14.866905337377808,19.402932682361126,19.855108418788436,13.935275099794037,-2.9669940978769294,-3.2953173822533044,-3.0455719233636254,0.03962229215161455,0.009905573037903638,-3.340773656706021,0.024449827649938777,0.006112456912484694,-3.0508104450627385,0.0348084392764984,-3.3438040750028692,0.021978701815210066,Natan Pereira BTS coral series 10.xlsx,2026-02-26 11:09:05.694,739673.0,347.0,1092.0,71.0,965.0,13.115517519036896,BTS,,336,OK,16.0,15.0,15.0,0.0,0.0,13.171873710672028,-0.056356191635131836,-0.055403492875952975
39.0,GIRMS\IRMS-operator,2026-02-26 11:48:38.279,2026-02-26 12:55:28.556,Running,False,BTS,340,39.0,1,21.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",69 µbar,72 °C,,13.624 V,9.5228 kV,81 µbar,Carbon Dioxide: 0.0228 kV,"1,263 µbar",13.590 V,15.574 V,713 µbar/min,13.379 V,1.18E-007 mbar,14 %,"1,012 µbar",µ-Volume,,Pre,13.26205937304802,14.378102069652398,14.613555317676383,18.916989491015443,19.51698474648572,13.697471303132245,-2.370873456274958,-3.8407790100968286,-2.472973847185856,0.040612807801436855,0.01048618188384584,-3.8853790185010215,0.025790637900548058,0.0064476594751370145,-2.4729738471858553,0.040612807801437056,-3.8883523523946346,0.023687826263806794,Natan Pereira BTS coral series 10.xlsx,2026-02-26 11:48:38.279,739673.0,713.0,1263.0,81.0,1012.0,12.785818261292647,BTS,,340,OK,16.0,15.0,15.0,0.0,0.0,12.949582022813033,-0.16376376152038574,-0.15964238809876075
40.0,GIRMS\IRMS-operator,2026-02-26 12:23:10.776,2026-02-26 13:36:03.282,Running,False,BTS,327,40.0,2,21.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",57 µbar,72 °C,,8.014 V,9.5226 kV,74 µbar,Carbon Dioxide: 0.0226 kV,"1,109 µbar",7.396 V,8.880 V,430 µbar/min,13.133 V,8.10E-008 mbar,32 %,904 µbar,µ-Volume,,Pre,7.276453589006815,7.882568271974516,7.980483708799852,10.382912307046878,10.652802138589848,7.475085878290292,-3.799664323460683,-3.651487338105164,-3.783525001645943,0.019307635891668486,0.004826908972917121,-3.7145893949264943,0.014324411244271577,0.0038283599388083183,-3.7824490468582943,0.019482463115513778,-3.710116990198794,0.022148780517205972,Natan Pereira BTS coral series 10.xlsx,2026-02-26 12:23:10.776,739673.0,430.0,1109.0,74.0,904.0,7.053353616377241,BTS,,327,OK,16.0,15.0,15.0,0.0,0.0,7.125668882685773,-0.07231526630853136,-0.07067366998656925
41.0,GIRMS\IRMS-operator,2026-02-26 12:55:28.685,2026-02-26 14:14:17.621,Running,False,SHP2L,,41.0,1,22.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.001 V",64 µbar,72 °C,,15.681 V,9.5232 kV,98 µbar,Carbon Dioxide: 0.0232 kV,"1,339 µbar",15.106 V,18.067 V,"1,070 µbar/min",3.343 V,1.28E-007 mbar,13 %,"1,014 µbar",µ-Volume,,Pre,14.863595844502242,16.13585307935529,16.26772835592084,21.15285874610311,21.72829688792592,15.250370384449749,-0.872650861276747,-6.066995327239311,-1.0025820083453096,0.04299986079752803,0.011102516317204216,-6.112126032655361,0.026367181635751087,0.006591795408937772,-1.0025820083453096,0.04299986079752804,-6.115134746349764,0.024283824817027014,Natan Pereira BTS coral series 10.xlsx,2026-02-26 12:55:28.685,739673.0,1070.0,1339.0,98.0,1014.0,14.297381521458417,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,14.391527057881145,-0.09414553642272772,-0.09234364147435901
42.0,GIRMS\IRMS-operator,2026-02-26 13:36:03.413,2026-02-26 14:49:35.676,Running,False,BTS,350,42.0,2,22.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",54 µbar,72 °C,,7.640 V,9.5228 kV,74 µbar,Carbon Dioxide: 0.0228 kV,"1,078 µbar",7.097 V,8.494 V,366 µbar/min,14.573 V,7.90E-008 mbar,35 %,904 µbar,µ-Volume,,Pre,6.982093833405741,7.572824894870115,7.611456405397284,9.960001149176458,10.160565855343405,7.129481218774089,-2.599651032659689,-3.956912718541483,-2.632268192732525,0.023945235787326227,0.005986308946831557,-3.932107880297431,0.01690305205082613,0.004364349272861782,-2.6344426700707135,0.02309268645361309,-3.933953926266461,0.020855568820546632,Natan Pereira BTS coral series 10.xlsx,2026-02-26 13:36:03.413,739673.0,366.0,1078.0,74.0,904.0,6.771324873139968,BTS,,350,OK,16.0,15.0,15.0,0.0,0.0,6.801082463665033,-0.029757590525064437,-0.029251693072135543
43.0,GIRMS\IRMS-operator,2026-02-26 14:14:17.751,2026-02-26 15:20:35.328,Running,False,BTS,349,43.0,1,23.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",71 µbar,72 °C,,9.925 V,9.5229 kV,84 µbar,Carbon Dioxide: 0.0229 kV,"1,290 µbar",9.893 V,11.156 V,923 µbar/min,6.983 V,9.53E-008 mbar,23 %,977 µbar,µ-Volume,,Pre,9.621110104507434,10.428870830549513,10.633780979696237,13.724213621676636,14.197385094226073,9.962862989163654,-2.9529903551589465,-3.9069385653566213,-2.9990141383047226,0.02157222615626513,0.005569924842922325,-3.9165558109035477,0.01333587980455885,0.0034433093593386832,-2.9975482170058414,0.025341023771774274,-3.9198051690308993,0.016409040067681065,Natan Pereira BTS coral series 10.xlsx,2026-02-26 14:14:17.751,739673.0,923.0,1290.0,84.0,977.0,9.29709956450894,BTS,,349,OK,16.0,15.0,15.0,0.0,0.0,9.464329740262285,-0.1672301757533443,-0.16219217572300235
44.0,GIRMS\IRMS-operator,2026-02-26 14:49:35.816,2026-02-26 15:59:26.365,Running,False,BTS,357,44.0,2,23.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",57 µbar,72 °C,,13.499 V,9.5228 kV,76 µbar,Carbon Dioxide: 0.0228 kV,"1,080 µbar",13.036 V,15.414 V,381 µbar/min,9.641 V,1.14E-007 mbar,14 %,980 µbar,µ-Volume,,Pre,12.854453962090867,13.932717065428882,14.018726485814797,18.34542037921647,18.721227664525312,13.138917129281419,-2.6714960965112944,-3.3097364891184755,-2.756825251780352,0.034260119763998495,0.008845924885669184,-3.3257785772707535,0.021236305154778586,0.0053090762886946466,-2.7568252517803518,0.0342601197639985,-3.326848049814239,0.021531048485349612,Natan Pereira BTS coral series 10.xlsx,2026-02-26 14:49:35.816,739673.0,381.0,1080.0,76.0,980.0,12.404245178941148,BTS,,357,OK,16.0,15.0,15.0,0.0,0.0,12.43063513541545,-0.026389956474302423,-0.025999998978453374
45.0,GIRMS\IRMS-operator,2026-02-26 15:20:35.484,2026-02-26 16:39:15.391,Running,False,BTS,328,45.0,1,24.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",64 µbar,72 °C,,9.687 V,9.5231 kV,84 µbar,Carbon Dioxide: 0.0231 kV,"1,288 µbar",8.831 V,10.859 V,952 µbar/min,3.339 V,8.85E-008 mbar,28 %,955 µbar,µ-Volume,,Pre,8.639750840491395,9.356820488663104,9.479993369624635,12.325308460442995,12.656263250558352,8.881232875235575,-3.9204962555217104,-3.8484111043108893,-3.980602647639331,0.022714419195788836,0.0058648378176042815,-3.874996700460549,0.022686860654556492,0.005671715163639123,-3.9806026476393312,0.022714419195788815,-3.876769073537194,0.02230709556863325,Natan Pereira BTS coral series 10.xlsx,2026-02-26 15:20:35.484,739673.0,952.0,1288.0,84.0,955.0,8.352271455176371,BTS,,328,OK,16.0,15.0,15.0,0.0,0.0,8.449769752867716,-0.09749829769134521,-0.09515122703569938
46.0,GIRMS\IRMS-operator,2026-02-26 15:59:26.504,2026-02-26 17:13:29.313,Running,False,SHP2L,,46.0,2,24.0,True,QC Standard,SHP2L,"0.002 V, 0.002 V, 0.002 V",52 µbar,73 °C,,23.180 V,9.5229 kV,84 µbar,Carbon Dioxide: 0.0229 kV,"1,222 µbar",16.579 V,27.403 V,625 µbar/min,8.639 V,1.38E-007 mbar,10 %,"1,007 µbar",µ-Volume,21.226 V,Pre,22.669634961143096,24.589378010680132,17.881530892302447,32.25278321649441,23.8861388340176,16.76628663446005,-1.5474330683450388,-6.267182674889349,-1.5307017991303813,0.05062290392155428,0.013070777588322525,-6.227287427401772,0.03075285035517229,0.007688212588793072,-1.5206760078936732,0.06091776314707556,-6.224627744235934,0.02986676076974374,Natan Pereira BTS coral series 10.xlsx,2026-02-26 15:59:26.504,739673.0,625.0,1222.0,84.0,1007.0,21.735600375190334,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,15.799067162528592,5.936533212661741,8.06363259341599
1.0,GIRMS\IRMS-operator,2026-03-04 16:34:38.693,2026-03-04 17:39:45.075,Running,False,BTS,356,,2,7.0,True,Unknown,,"0.002 V, 0.001 V, 0.002 V",35 µbar,72 °C,,10.943 V,9.5221 kV,54 µbar,Carbon Dioxide: 0.0221 kV,"1,041 µbar",10.416 V,12.386 V,440 µbar/min,3.300 V,1.05E-007 mbar,20 %,880 µbar,µ-Volume,,Pre,10.276540878799317,11.14637903046833,11.186448252918584,14.672547578811646,14.939844608306885,10.481159001896083,-2.2872395008219915,-3.26221620917555,-2.3843949540403773,0.030523516377408463,0.007881138039826154,-3.272360916232575,0.014696624258293704,0.0037946520665226298,-2.384394954040377,0.030523516377408487,-3.2757068856099787,0.017640480345006645,Natan Pereira BTS coral series 11.xlsx,2026-03-04 16:34:38.693,739679.0,440.0,1041.0,54.0,880.0,9.925032764980493,BTS,,356,OK,16.0,15.0,15.0,0.0,0.0,9.949276954242885,-0.024244189262391913,-0.0452501237325529
2.0,GIRMS\IRMS-operator,2026-03-04 17:10:51.558,2026-03-04 18:06:31.445,Running,False,BTS,394,,1,8.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",49 µbar,72 °C,,8.622 V,9.5217 kV,81 µbar,Carbon Dioxide: 0.0217 kV,"1,253 µbar",7.982 V,9.637 V,"1,026 µbar/min",10.185 V,8.85E-008 mbar,28 %,892 µbar,µ-Volume,,Pre,7.83746154342237,8.505489120181759,8.587281515971483,11.185536427193806,11.465797466927695,8.043701567371421,-2.024569584426872,-3.690177673093875,-2.061007999601336,0.018276164053591625,0.004569041013397906,-3.6903447303780132,0.015765701165178395,0.003941425291294599,-2.0634372272796333,0.01602229981838971,-3.6903558675302888,0.016318985940499325,Natan Pereira BTS coral series 11.xlsx,2026-03-04 17:10:51.558,739679.0,1026.0,1253.0,81.0,892.0,7.580558576305444,BTS,,394,OK,16.0,15.0,15.0,0.0,0.0,7.659363034681477,-0.078804458376033,-0.14592544236771926
3.0,GIRMS\IRMS-operator,2026-03-04 17:39:45.220,2026-03-04 18:44:12.872,Running,False,BTS,353,,2,8.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",42 µbar,72 °C,,14.363 V,9.5217 kV,67 µbar,Carbon Dioxide: 0.0217 kV,"1,119 µbar",13.143 V,16.455 V,552 µbar/min,7.820 V,1.21E-007 mbar,12 %,929 µbar,µ-Volume,,Pre,13.047123582611535,14.145504509883972,14.11552337356195,18.61727087689955,18.855629851356337,13.230154545555568,-2.3989929770578122,-3.714614952966655,-2.497462398111128,0.04786467499843699,0.012358605942705131,-3.7297469710083906,0.015902867824303415,0.003975716956075854,-2.491570647981786,0.063678190602595,-3.730755772211173,0.015922299967436864,Natan Pereira BTS coral series 11.xlsx,2026-03-04 17:39:45.220,739679.0,552.0,1119.0,67.0,929.0,12.579569847832177,BTS,,353,OK,16.0,15.0,15.0,0.0,0.0,12.514585883865806,0.0649839639663714,0.12221575184208015
4.0,GIRMS\IRMS-operator,2026-03-04 18:06:31.538,2026-03-04 19:16:15.952,Running,False,BTS,341,,1,9.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",54 µbar,72 °C,,10.129 V,9.5216 kV,79 µbar,Carbon Dioxide: 0.0216 kV,"1,253 µbar",9.277 V,11.417 V,845 µbar/min,12.706 V,9.58E-008 mbar,21 %,933 µbar,µ-Volume,,Pre,9.10264055898697,9.87682129411303,9.993159551834422,12.988662986253523,13.343653349374556,9.361926258026383,-2.0251939711497524,-3.7958578331251935,-2.1071577431293957,0.018971214352804053,0.004898346483049414,-3.8117291269324167,0.02185398581718124,0.005642674874546402,-2.1071577431293957,0.01897121435280407,-3.8166212270581927,0.025888345636292012,Natan Pereira BTS coral series 11.xlsx,2026-03-04 18:06:31.538,739679.0,845.0,1253.0,79.0,933.0,8.796555806904145,BTS,,341,OK,16.0,15.0,15.0,0.0,0.0,8.89889698198349,-0.1023411750793457,-0.1892773116309057
5.0,GIRMS\IRMS-operator,2026-03-04 18:44:12.975,2026-03-04 20:00:41.497,Running,False,SHP2L,,,2,9.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.001 V",47 µbar,72 °C,,8.078 V,9.5216 kV,64 µbar,Carbon Dioxide: 0.0216 kV,"1,060 µbar",7.909 V,9.013 V,415 µbar/min,3.307 V,8.64E-008 mbar,30 %,882 µbar,µ-Volume,,Pre,7.800637636862317,8.475226319077303,8.517643584403077,11.10554020780462,11.37182012625746,7.9784531933885,-0.8489291787087128,-6.051648447443769,-0.8916355804305647,0.01834964207486111,0.004737857210986933,-6.04600261875734,0.01695402909177876,0.004377511488238346,-0.8907828034648032,0.02063149493653136,-6.049052240092615,0.021536873004471796,Natan Pereira BTS coral series 11.xlsx,2026-03-04 18:44:12.975,739679.0,415.0,1060.0,64.0,882.0,7.550536547384776,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,7.5991739375214955,-0.04863739013671964,-0.0904176818428766
6.0,GIRMS\IRMS-operator,2026-03-04 19:16:16.155,2026-03-04 20:26:12.823,Running,False,BTS,380,,1,10.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",57 µbar,73 °C,,9.274 V,9.5216 kV,84 µbar,Carbon Dioxide: 0.0216 kV,"1,273 µbar",9.108 V,10.423 V,879 µbar/min,7.772 V,9.34E-008 mbar,24 %,931 µbar,µ-Volume,,Pre,9.004997619103923,9.767036234541996,9.775872623129947,12.847429297371697,13.052126548691582,9.15800274224235,-2.464753806630582,-3.8670298879693865,-2.5083747811617036,0.015614277363958694,0.004031589079578364,-3.858432698149931,0.01815245661415127,0.004686944143957369,-2.508374781161704,0.015614277363958618,-3.8608239320102227,0.021432085670217572,Natan Pereira BTS coral series 11.xlsx,2026-03-04 19:16:16.155,739679.0,879.0,1273.0,84.0,931.0,8.704962738465799,BTS,,380,OK,16.0,15.0,15.0,0.0,0.0,8.707689650964273,-0.002726912498474121,-0.005100430727338352
7.0,GIRMS\IRMS-operator,2026-03-04 20:00:41.664,2026-03-04 21:04:27.049,Running,False,BTS,369,,2,10.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",47 µbar,72 °C,,5.969 V,9.5216 kV,71 µbar,Carbon Dioxide: 0.0216 kV,"1,143 µbar",5.542 V,6.546 V,552 µbar/min,8.901 V,7.09E-008 mbar,44 %,853 µbar,µ-Volume,,Pre,5.506290001429123,5.971356361345177,5.974589907156743,7.85561113987925,7.974537193950625,5.5952085026000855,-2.910793179413451,-3.9087628301635036,-2.9272654803389275,0.011125226315172645,0.0027813065787931613,-3.9196230516073203,0.02051089153061836,0.005295889420930111,-2.928363633733958,0.010580082694426077,-3.9238047242461085,0.02420076407534292,Natan Pereira BTS coral series 11.xlsx,2026-03-04 20:00:41.664,739679.0,552.0,1143.0,71.0,853.0,5.344761414087814,BTS,,369,OK,16.0,15.0,15.0,0.0,0.0,5.348525828707828,-0.0037644146200142004,-0.007038228365298295
8.0,GIRMS\IRMS-operator,2026-03-04 20:26:12.962,2026-03-04 21:35:15.058,Running,False,BTS,334,,1,11.0,True,Unknown,,"0.002 V, 0.001 V, 0.002 V",62 µbar,73 °C,,8.339 V,9.5217 kV,81 µbar,Carbon Dioxide: 0.0217 kV,"1,268 µbar",8.175 V,9.333 V,855 µbar/min,5.473 V,8.68E-008 mbar,26 %,931 µbar,µ-Volume,,Pre,8.07936338655446,8.76312770875706,8.80417153327528,11.529599522326082,11.753858571036503,8.247335833138377,-2.4800906147359747,-3.5704072941761256,-2.4970621795283194,0.013317237504942472,0.0034384959382754003,-3.594872942537429,0.02103069444890581,0.005257673612226453,-2.495402599734509,0.016703798661147774,-3.5965039857615158,0.02069485642673939,Natan Pereira BTS coral series 11.xlsx,2026-03-04 20:26:12.962,739679.0,855.0,1268.0,81.0,931.0,7.81535158210102,BTS,,334,OK,16.0,15.0,15.0,0.0,0.0,7.853029649181109,-0.037678067080088695,-0.07015709121428099
9.0,GIRMS\IRMS-operator,2026-03-04 21:04:27.190,2026-03-04 22:21:02.508,Running,False,BTS,347,,2,11.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",52 µbar,72 °C,,11.329 V,9.5219 kV,69 µbar,Carbon Dioxide: 0.0219 kV,"1,082 µbar",10.701 V,12.878 V,440 µbar/min,3.295 V,1.03E-007 mbar,19 %,941 µbar,µ-Volume,,Pre,10.56235924623685,11.456685189606997,11.476119782603483,15.074011232478687,15.323322560412954,10.753064307195713,-2.2214226368164613,-3.420211192020406,-2.295867260693181,0.024365058285006725,0.006291030997813606,-3.431097574822465,0.023376098385277537,0.006035682649699066,-2.295867260693181,0.024365058285006576,-3.427753975612998,0.02814491374936379,Natan Pereira BTS coral series 11.xlsx,2026-03-04 21:04:27.190,739679.0,440.0,1082.0,69.0,941.0,10.207462978694227,BTS,,347,OK,16.0,15.0,15.0,0.0,0.0,10.207428487760593,3.4490933634501175e-05,6.45324412209768e-05
10.0,GIRMS\IRMS-operator,2026-03-04 21:35:15.205,2026-03-04 22:47:54.307,Running,False,SHP2L,,,1,12.0,True,QC Standard,SHP2L,"0.002 V, 0.002 V, 0.002 V",62 µbar,73 °C,,7.821 V,9.5218 kV,89 µbar,Carbon Dioxide: 0.0218 kV,"1,307 µbar",7.232 V,8.715 V,"1,001 µbar/min",10.451 V,8.10E-008 mbar,32 %,921 µbar,µ-Volume,,Pre,7.108023944785317,7.722397464004705,7.799615281311223,10.117472175805228,10.4118148128673,7.306037832035215,-0.8939498532509749,-6.111163310456913,-0.9223152643431654,0.016212554501456793,0.004186063572241484,-6.118233928705107,0.020027031393788156,0.005006757848447039,-0.919624476719901,0.023130201080569002,-6.118705303254985,0.020637869568917087,Natan Pereira BTS coral series 11.xlsx,2026-03-04 21:35:15.205,739679.0,1001.0,1307.0,89.0,921.0,6.883106032223815,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,6.9661054209191615,-0.08299938869534618,-0.1534408471476266
11.0,GIRMS\IRMS-operator,2026-03-04 22:21:02.643,2026-03-04 23:24:14.412,Running,False,BTS,391,,2,12.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",52 µbar,72 °C,,8.542 V,9.5220 kV,69 µbar,Carbon Dioxide: 0.0220 kV,"1,107 µbar",8.462 V,9.533 V,454 µbar/min,7.105 V,8.77E-008 mbar,25 %,904 µbar,µ-Volume,,Pre,8.30504298210144,9.006729979682508,9.07412793176228,11.847226308913491,12.113718675704265,8.500456809997559,-2.6035253303750006,-3.908522309805762,-2.6657503677673575,0.01894408444261708,0.004891341570360197,-3.9106204877474484,0.020174390539449874,0.005209005238611588,-2.665750367767357,0.018944084442617064,-3.905957437561894,0.027461465884127814,Natan Pereira BTS coral series 11.xlsx,2026-03-04 22:21:02.643,739679.0,454.0,1107.0,69.0,904.0,8.040696382522583,BTS,,391,OK,16.0,15.0,15.0,0.0,0.0,8.091598749160767,-0.050902366638183594,-0.09463874580042973
12.0,GIRMS\IRMS-operator,2026-03-04 22:47:54.426,2026-03-04 23:57:12.136,Running,False,BTS,337,,1,13.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",62 µbar,72 °C,,5.012 V,9.5220 kV,71 µbar,Carbon Dioxide: 0.0220 kV,"1,190 µbar",4.642 V,5.488 V,576 µbar/min,8.295 V,6.46E-008 mbar,52 %,850 µbar,µ-Volume,,Pre,4.608288229156669,4.995329184092086,5.019786359469102,6.57691587990589,6.7000373065663785,4.701097445781822,-3.3243358758451302,-3.4927016707176906,-3.3569966411590713,0.02304534273218407,0.0057613356830460176,-3.5079346405914036,0.027465673935362932,0.006866418483840733,-3.359174025513334,0.02208502513723507,-3.5089501719163176,0.028117020444669513,Natan Pereira BTS coral series 11.xlsx,2026-03-04 22:47:54.426,739679.0,576.0,1190.0,71.0,850.0,4.471858200595249,BTS,,337,OK,16.0,15.0,15.0,0.0,0.0,4.50117352777337,-0.029315327178121464,-0.05449149084551776
13.0,GIRMS\IRMS-operator,2026-03-04 23:24:14.519,2026-03-05 00:41:16.904,Running,False,BTS,345,,2,13.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",49 µbar,72 °C,,10.178 V,9.5222 kV,69 µbar,Carbon Dioxide: 0.0222 kV,"1,082 µbar",9.698 V,11.487 V,586 µbar/min,3.313 V,9.62E-008 mbar,22 %,929 µbar,µ-Volume,,Pre,9.559516881136846,10.372041843451553,10.413209220063964,13.64109157087195,13.902724745006932,9.756236704634135,-2.0020044259566605,-3.5418407775742455,-2.0422497992696327,0.030881613041106915,0.007720403260276729,-3.578168034549807,0.02506589220923878,0.006266473052309695,-2.044932824157164,0.02997313195537768,-3.580589851681512,0.023929713613918154,Natan Pereira BTS coral series 11.xlsx,2026-03-04 23:24:14.519,739679.0,586.0,1082.0,69.0,929.0,9.240716131971782,BTS,,345,OK,16.0,15.0,15.0,0.0,0.0,9.269982012556499,-0.029265880584716797,-0.054583327882011826
14.0,GIRMS\IRMS-operator,2026-03-04 23:57:12.246,2026-03-05 01:08:00.392,Running,False,BTS,365,,1,14.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",62 µbar,72 °C,,3.434 V,9.5221 kV,64 µbar,Carbon Dioxide: 0.0221 kV,"1,060 µbar",3.238 V,3.710 V,400 µbar/min,9.483 V,5.36E-008 mbar,84 %,777 µbar,µ-Volume,,Pre,3.1399796174714245,3.407214896651408,3.5387286920503054,4.480684916697886,4.72282878609791,3.313875836922911,-2.354291580503487,-3.6328437971960836,-2.35735048744876,0.020493551550249296,0.005477132038515917,-3.593783389241635,0.01989542520368658,0.004973856300921645,-2.3568979452026113,0.03313355867883787,-3.5911793620446715,0.01754583655605778,Natan Pereira BTS coral series 11.xlsx,2026-03-04 23:57:12.246,739679.0,400.0,1060.0,64.0,777.0,3.053013216530207,BTS,,365,OK,16.0,15.0,15.0,0.0,0.0,3.18115847190361,-0.12814525537340282,-0.23010051330430656
15.0,GIRMS\IRMS-operator,2026-03-05 00:41:17.032,2026-03-05 01:44:04.251,Running,False,SHP2L,,,2,14.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.001 V",49 µbar,72 °C,,5.023 V,9.5222 kV,69 µbar,Carbon Dioxide: 0.0222 kV,"1,114 µbar",4.991 V,5.474 V,611 µbar/min,3.213 V,6.15E-008 mbar,50 %,824 µbar,µ-Volume,,Pre,4.836339939949017,5.255712542845696,5.410420023883406,6.884852530013966,7.221312571745368,5.066945590174396,-0.8206450276505572,-6.039091107702621,-0.8401841135382876,0.012284455569002569,0.0032831588515896243,-6.047038296454373,0.027919601870103592,0.00720881020504351,-0.841543227079485,0.02065211303776741,-6.0528621168183765,0.03448303302482778,Natan Pereira BTS coral series 11.xlsx,2026-03-05 00:41:17.032,739680.0,611.0,1114.0,69.0,824.0,4.699090565458984,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,4.8472675710579995,-0.14817700559901592,-0.26876289620138777
16.0,GIRMS\IRMS-operator,2026-03-05 01:08:00.547,2026-03-05 02:17:25.686,Running,False,BTS,372,,1,15.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",62 µbar,72 °C,,13.910 V,9.5224 kV,71 µbar,Carbon Dioxide: 0.0224 kV,"1,185 µbar",12.538 V,15.955 V,689 µbar/min,4.933 V,1.15E-007 mbar,13 %,987 µbar,µ-Volume,,Pre,12.47753824561324,13.521554476699261,13.469445116004376,17.79628469591485,17.987615605643853,12.623957055503988,-2.8783871218640567,-3.9431595675523123,-2.9398940827891002,0.03233434112445751,0.008083585281114377,-3.989786885108211,0.01777765584409127,0.004590171001251496,-2.9439945468507696,0.028843581749846716,-3.9897868851082112,0.017777655844091245,Natan Pereira BTS coral series 11.xlsx,2026-03-05 01:08:00.547,739680.0,689.0,1185.0,71.0,987.0,12.020668643409872,BTS,,372,OK,16.0,15.0,15.0,0.0,0.0,11.948770540649557,0.07189810276031494,0.13533013390812165
